Station,Timestamp,Year,Month,Day,Hour,Min,Sec,0.46um,0.66um,0.89um,1.15um,1.45um,1.85um,2.55um,3.5um,4.5um,5.75um,7.25um,9um,11um,13um,15um,16.5um,DurationSample_s,FlowRate_ml/s,PM1 ug/m3,PM2.5 ug/m3,PM10 ug/m3
1,1594063246,2020,7,6,19,20,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,4.25,0.00,0.00,0.00,
1,1594063249,2020,7,6,19,20,49,26,17,17,17,3,6,2,1,0,0,0,0,0,0,0,0,3.06,3.54,0.94,4.47,8.15,
1,1594063252,2020,7,6,19,20,52,38,18,13,16,5,4,5,2,0,0,0,0,0,0,0,0,3.06,3.47,0.89,4.09,12.41,
1,1594063255,2020,7,6,19,20,55,34,24,19,15,2,6,2,1,0,0,0,0,0,0,0,0,3.06,3.62,1.12,4.28,7.87,
1,1594063258,2020,7,6,19,20,58,39,14,21,13,4,5,3,3,1,0,0,0,0,0,0,0,3.06,3.66,1.06,4.02,16.59,
1,1594063447,2020,7,6,19,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,4.25,0.00,0.00,0.00,
1,1594063450,2020,7,6,19,24,10,20,18,28,12,7,4,3,1,0,0,0,0,0,0,0,0,3.06,3.54,1.30,4.44,8.92,
1,1594063454,2020,7,6,19,24,14,27,15,17,15,3,7,2,0,0,1,0,0,0,0,0,0,3.06,3.76,0.86,4.34,14.51,
1,1594063457,2020,7,6,19,24,17,31,16,13,8,5,4,2,0,0,0,0,0,0,0,0,0,3.06,3.79,0.76,3.14,4.63,
1,1594063460,2020,7,6,19,24,20,27,17,21,15,4,3,2,3,0,0,0,0,0,0,0,0,3.06,3.81,1.00,3.42,10.68,
1,1594063463,2020,7,6,19,24,23,35,23,25,11,3,2,2,0,0,0,0,0,0,0,0,0,3.06,3.78,1.25,3.00,4.50,
1,1594063466,2020,7,6,19,24,26,33,18,16,11,5,1,2,1,0,0,0,0,0,0,0,0,3.06,3.76,0.90,2.64,6.10,
1,1594063469,2020,7,6,19,24,29,32,17,15,16,7,5,3,1,1,2,0,0,0,0,0,0,3.06,3.78,0.84,4.34,29.85,
1,1594063472,2020,7,6,19,24,32,21,14,18,13,9,2,3,0,0,0,0,0,0,0,0,0,3.06,3.86,0.83,3.48,5.68,
1,1594063475,2020,7,6,19,24,35,24,15,25,13,6,8,2,0,3,0,0,0,0,0,0,0,3.06,3.86,1.08,5.00,18.58,
1,1594063478,2020,7,6,19,24,38,24,17,22,21,6,8,3,0,0,0,0,0,0,0,0,0,3.06,3.79,1.03,5.58,7.82,
1,1594063481,2020,7,6,19,24,41,20,16,12,16,7,2,4,0,2,1,0,0,0,0,0,0,3.06,3.80,0.68,3.30,23.03,
1,1594063484,2020,7,6,19,24,44,32,11,16,19,7,6,3,0,1,0,0,0,0,0,0,0,3.06,3.84,0.78,4.71,10.99,
1,1594063487,2020,7,6,19,24,47,25,18,13,15,4,5,2,0,0,0,0,0,0,0,0,0,3.06,3.93,0.73,3.63,5.08,
1,1594063490,2020,7,6,19,24,50,23,23,16,15,4,10,0,3,0,0,0,0,0,0,0,0,3.06,3.96,0.87,5.12,10.67,
1,1594063494,2020,7,6,19,24,54,25,17,28,12,9,4,3,2,2,0,0,0,0,0,0,0,3.07,3.98,1.16,4.21,17.84,
1,1594063497,2020,7,6,19,24,57,24,17,19,12,4,5,1,0,0,0,0,0,0,0,0,0,3.06,3.99,0.88,3.54,4.25,
1,1594063500,2020,7,6,19,25,0,27,19,20,11,10,6,1,0,0,0,1,0,0,0,0,0,3.06,4.01,0.95,4.58,21.56,
1,1594063503,2020,7,6,19,25,3,21,14,26,24,7,6,4,0,1,0,0,0,0,0,0,0,3.06,4.01,1.04,5.12,11.83,
1,1594063506,2020,7,6,19,25,6,25,18,21,26,5,1,1,1,0,0,0,0,0,0,0,0,3.06,3.98,0.96,3.59,6.15,
1,1594063509,2020,7,6,19,25,9,31,21,17,19,2,3,0,0,0,0,0,0,0,0,0,0,3.06,3.95,0.91,3.25,3.25,
1,1594063512,2020,7,6,19,25,12,31,14,19,16,7,3,1,0,1,0,0,0,0,0,0,0,3.06,3.93,0.89,3.70,8.39,
1,1594063515,2020,7,6,19,25,15,36,14,20,12,3,3,5,3,0,0,2,0,0,0,0,0,3.06,3.88,0.95,2.99,45.86,
1,1594063518,2020,7,6,19,25,18,19,18,27,12,4,3,0,0,2,0,1,0,0,0,0,0,3.06,3.84,1.16,3.36,28.45,
1,1594063521,2020,7,6,19,25,21,25,19,18,22,6,3,2,1,0,0,1,0,1,0,0,0,3.06,3.93,0.90,3.97,23.86,
1,1594063524,2020,7,6,19,25,24,31,16,29,18,8,4,2,2,1,1,0,0,0,0,0,0,3.06,3.92,1.23,4.59,22.06,
1,1594063527,2020,7,6,19,25,27,26,21,21,16,8,3,2,2,0,0,0,0,0,0,0,0,3.06,3.95,1.01,3.94,9.08,
1,1594063530,2020,7,6,19,25,30,27,17,23,13,7,4,2,2,1,0,0,0,0,0,0,0,3.06,3.97,1.02,3.88,12.93,
1,1594063534,2020,7,6,19,25,34,28,19,25,21,7,2,2,0,1,0,0,0,0,0,0,0,3.06,3.90,1.13,4.02,9.47,
1,1594063537,2020,7,6,19,25,37,30,15,20,14,3,6,2,0,0,0,0,0,0,0,0,1,3.06,3.89,0.94,3.94,5.40,
1,1594063540,2020,7,6,19,25,40,28,19,31,10,3,0,1,0,1,0,0,0,0,0,0,0,3.06,3.93,1.31,2.37,7.05,
1,1594063543,2020,7,6,19,25,43,22,23,24,16,4,4,1,1,1,0,1,0,0,0,0,0,3.06,3.91,1.12,3.82,27.05,
1,1594063546,2020,7,6,19,25,46,37,17,21,13,3,3,3,0,0,0,1,0,0,0,0,1,3.06,3.94,1.01,3.09,21.78,
1,1594063549,2020,7,6,19,25,49,32,15,17,16,3,8,6,1,0,0,0,0,0,0,0,0,3.06,4.08,0.81,4.34,10.32,
1,1594063552,2020,7,6,19,25,52,24,21,17,14,3,2,2,0,0,0,0,0,0,0,1,0,3.06,4.02,0.87,2.70,4.11,
1,1594063555,2020,7,6,19,25,55,19,19,20,16,3,7,1,1,0,0,0,0,0,0,0,0,3.06,3.98,0.92,4.26,6.82,
1,1594063558,2020,7,6,19,25,58,32,13,23,22,5,4,2,1,0,0,0,1,0,0,0,0,3.06,3.96,1.00,4.20,38.98,
1,1594063561,2020,7,6,19,26,1,26,17,39,16,2,7,1,1,0,1,0,0,0,0,0,0,3.06,3.94,1.51,4.76,15.58,
1,1594063564,2020,7,6,19,26,4,30,16,22,12,2,1,2,1,0,1,0,0,1,0,0,0,3.06,3.81,1.03,2.41,14.36,
1,1594063567,2020,7,6,19,26,7,31,15,14,17,5,4,2,0,0,1,0,0,0,0,0,0,3.06,3.82,0.77,3.74,13.74,
1,1594063570,2020,7,6,19,26,10,19,34,18,17,11,4,4,2,0,1,0,0,0,1,0,0,3.06,3.90,1.07,4.78,19.79,
1,1594063573,2020,7,6,19,26,13,25,17,14,17,1,1,4,1,1,2,0,0,0,0,0,0,3.06,3.89,0.75,2.30,27.80,
1,1594063577,2020,7,6,19,26,17,32,22,20,12,3,8,2,1,0,0,0,0,0,0,0,0,3.06,3.93,1.02,4.41,7.71,
1,1594063580,2020,7,6,19,26,20,28,15,11,16,7,2,1,2,0,0,0,0,0,0,0,1,3.06,3.92,0.65,3.19,7.66,
1,1594063583,2020,7,6,19,26,23,25,20,18,11,5,4,2,0,0,0,0,0,0,0,0,0,3.06,3.90,0.91,3.42,4.88,
1,1594063586,2020,7,6,19,26,26,26,23,21,15,7,7,1,0,0,2,0,0,0,0,0,0,3.06,3.89,1.05,4.94,22.37,
1,1594063589,2020,7,6,19,26,29,27,16,19,18,8,2,4,2,2,0,0,0,0,0,0,0,3.06,3.85,0.92,3.78,18.62,
1,1594063592,2020,7,6,19,26,32,35,24,13,11,5,5,2,1,0,0,0,0,0,0,0,0,3.06,3.80,0.88,3.73,7.15,
1,1594063595,2020,7,6,19,26,35,31,13,14,19,4,1,1,0,1,0,0,0,0,0,0,0,3.06,3.75,0.76,2.91,7.81,
1,1594063598,2020,7,6,19,26,38,39,20,30,9,5,4,1,1,0,0,0,0,1,0,1,0,3.06,3.82,1.37,3.80,6.46,
1,1594063601,2020,7,6,19,26,41,22,15,17,16,11,2,6,0,1,0,0,0,0,0,1,1,3.06,3.80,0.83,4.01,12.60,
1,1594063604,2020,7,6,19,26,44,26,19,16,14,4,3,5,1,0,0,1,0,0,0,0,0,3.06,3.77,0.87,3.25,26.21,
1,1594063607,2020,7,6,19,26,47,27,24,19,12,4,6,2,0,0,1,0,0,0,0,0,0,3.06,3.85,1.02,4.06,13.98,
1,1594063610,2020,7,6,19,26,50,34,20,22,18,6,1,0,2,0,0,0,0,0,0,0,0,3.06,3.90,1.08,3.36,7.12,
1,1594063613,2020,7,6,19,26,53,28,17,24,10,8,4,2,0,0,0,1,0,0,0,0,0,3.06,3.97,1.06,3.86,21.71,
1,1594063617,2020,7,6,19,26,57,16,12,22,9,4,6,0,3,0,0,0,0,0,0,0,0,3.06,3.92,0.89,3.68,9.29,
1,1594063806,2020,7,6,19,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,4.25,0.00,0.00,0.00,
1,1594063809,2020,7,6,19,30,9,89,37,49,37,8,11,6,3,1,2,0,2,1,0,1,1,3.05,3.86,2.39,9.05,104.74,
1,1594063812,2020,7,6,19,30,12,73,61,38,23,6,10,11,3,1,4,0,0,1,2,1,0,3.07,3.86,2.27,7.42,58.77,
1,1594063815,2020,7,6,19,30,15,87,40,40,22,9,12,6,0,0,1,0,1,1,0,1,0,3.06,3.86,2.13,8.18,53.22,
1,1594063818,2020,7,6,19,30,18,75,48,41,33,12,10,3,10,1,0,1,1,0,0,0,1,3.06,3.86,2.21,8.85,83.15,
1,1594063821,2020,7,6,19,30,21,88,42,34,32,12,14,6,3,1,1,0,0,1,0,1,0,3.06,3.86,1.97,9.66,32.17,
1,1594063824,2020,7,6,19,30,24,79,45,31,19,11,13,4,4,0,1,1,0,0,0,0,0,3.06,3.86,1.88,8.28,44.05,
1,1594063827,2020,7,6,19,30,27,72,38,36,29,12,8,7,4,1,1,0,0,0,0,0,0,3.06,3.86,1.92,7.72,32.88,
1,1594063830,2020,7,6,19,30,30,71,26,32,24,10,9,4,3,1,1,1,0,0,0,0,0,3.07,3.86,1.63,7.11,44.98,
1,1594063834,2020,7,6,19,30,34,84,29,37,24,5,8,11,1,1,0,1,0,0,0,0,0,3.06,3.98,1.83,6.22,36.16,
1,1594063837,2020,7,6,19,30,37,56,36,36,22,11,15,6,5,0,1,0,0,0,0,0,0,3.06,3.94,1.79,8.82,30.70,
1,1594063840,2020,7,6,19,30,40,69,32,28,28,10,11,1,3,0,0,0,0,0,0,0,0,3.06,3.85,1.58,7.92,14.36,
1,1594063843,2020,7,6,19,30,43,57,45,34,33,8,9,3,0,3,1,0,1,0,1,0,0,3.06,3.93,1.84,7.56,61.54,
1,1594063846,2020,7,6,19,30,46,81,32,28,26,9,6,2,1,1,0,1,0,0,0,0,0,3.06,3.97,1.58,6.10,29.67,
1,1594063849,2020,7,6,19,30,49,59,41,31,39,11,11,1,5,0,1,0,1,0,0,0,0,3.06,3.93,1.71,8.79,58.86,
1,1594063852,2020,7,6,19,30,52,58,29,35,30,6,11,2,0,3,0,0,0,0,1,0,0,3.06,3.97,1.67,7.42,20.63,
1,1594063855,2020,7,6,19,30,55,59,33,27,24,4,8,6,1,1,1,0,0,1,0,1,0,3.06,3.93,1.49,5.81,24.24,
1,1594063858,2020,7,6,19,30,58,64,32,40,20,4,4,7,6,1,2,0,0,0,0,0,0,3.06,3.91,1.91,4.88,41.86,
1,1594063861,2020,7,6,19,31,1,70,29,23,28,8,5,5,1,2,3,0,1,0,0,0,0,3.06,3.89,1.38,5.70,76.23,
1,1594063864,2020,7,6,19,31,4,67,35,29,26,11,5,4,1,0,1,1,0,0,0,0,0,3.06,3.88,1.63,6.25,36.23,
1,1594063867,2020,7,6,19,31,7,67,37,38,26,9,8,4,2,1,0,0,0,0,0,0,0,3.06,3.81,1.97,7.25,18.17,
