Station,Timestamp,Year,Month,Day,Hour,Min,Sec,0.46um,0.66um,0.89um,1.15um,1.45um,1.85um,2.55um,3.5um,4.5um,5.75um,7.25um,9um,11um,13um,15um,16.5um,DurationSample_s,FlowRate_ml/s,PM1 ug/m3,PM2.5 ug/m3,PM10 ug/m3
1,1595635288,2020,7,25,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02,4.25,0.00,0.00,0.00,
1,1595635315,2020,7,25,0,1,55,414,82,35,22,16,22,15,4,3,0,1,0,0,0,1,0,3.00,2.62,5.89,20.62,92.07,
1,1595635318,2020,7,25,0,1,58,414,78,47,20,8,20,18,2,1,2,1,0,0,1,0,0,3.03,2.72,6.08,17.59,96.04,
1,1595635321,2020,7,25,0,2,1,406,91,40,20,6,12,11,5,3,2,1,1,1,0,0,0,3.03,2.73,5.93,13.82,150.39,
1,1595635345,2020,7,25,0,2,25,398,91,22,16,8,15,24,7,3,0,0,1,0,0,0,0,3.00,2.51,5.58,15.55,133.58,
1,1595635348,2020,7,25,0,2,28,411,106,54,21,10,26,19,6,2,0,1,2,0,0,0,0,3.03,2.66,7.04,21.77,190.04,
1,1595635351,2020,7,25,0,2,31,452,118,54,34,14,20,28,3,4,2,1,0,0,1,0,0,3.03,2.79,7.18,20.86,127.25,
1,1595635355,2020,7,25,0,2,35,545,124,56,33,12,15,31,5,3,0,0,0,0,0,0,0,3.03,2.96,7.48,18.09,76.58,
1,1595635358,2020,7,25,0,2,38,492,104,70,20,16,25,31,8,0,1,0,1,1,0,0,0,3.03,2.94,7.46,21.39,125.57,
1,1595635361,2020,7,25,0,2,41,370,86,40,16,6,16,12,3,2,0,2,1,0,0,0,0,3.03,2.66,5.76,15.09,144.76,
1,1595635364,2020,7,25,0,2,44,403,94,47,22,12,16,27,1,2,0,0,0,0,0,0,0,3.03,2.70,6.35,17.31,60.33,
1,1595635367,2020,7,25,0,2,47,397,84,42,14,9,27,19,5,1,3,0,0,0,0,0,0,3.03,2.64,6.05,20.44,98.44,
1,1595635370,2020,7,25,0,2,50,518,113,58,39,16,21,21,7,3,0,1,0,0,0,0,0,3.03,2.82,7.58,22.33,102.05,
1,1595635373,2020,7,25,0,2,53,538,120,66,42,12,18,29,9,2,2,0,0,0,0,0,0,3.03,2.93,7.88,20.54,104.92,
1,1595635376,2020,7,25,0,2,56,520,120,63,31,11,26,30,10,2,1,0,0,0,0,0,0,3.03,3.03,7.37,21.32,95.19,
1,1595635379,2020,7,25,0,2,59,525,120,66,21,23,26,43,6,4,1,0,1,0,1,1,0,3.03,3.09,7.39,22.30,148.31,
1,1595637060,2020,7,25,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73,4.25,0.00,0.00,0.00,
1,1595637105,2020,7,25,0,31,45,359,58,37,21,9,13,21,5,2,1,1,0,0,0,0,0,3.00,2.52,5.37,15.15,106.03,
1,1595637108,2020,7,25,0,31,48,436,88,34,13,15,25,22,8,7,2,0,0,0,0,0,0,3.03,2.67,5.93,20.41,132.09,
1,1595637111,2020,7,25,0,31,51,464,79,42,22,19,22,22,10,2,2,0,0,0,0,0,1,3.03,2.79,6.02,20.27,104.02,
1,1595637114,2020,7,25,0,31,54,405,75,31,18,10,19,24,7,5,1,0,0,0,0,0,0,3.03,2.77,5.17,16.29,100.14,
1,1595637117,2020,7,25,0,31,57,378,66,37,9,10,20,23,4,2,4,0,1,0,0,0,0,3.03,2.59,5.46,16.86,165.31,
1,1595637120,2020,7,25,0,32,0,461,81,38,21,11,20,31,5,3,1,0,0,0,0,0,0,3.03,2.62,6.26,18.91,97.45,
1,1595637123,2020,7,25,0,32,3,523,94,47,25,10,22,27,8,3,0,0,0,0,0,0,0,3.03,2.77,6.93,19.90,86.31,
1,1595637126,2020,7,25,0,32,6,528,124,41,20,11,20,31,9,1,0,0,0,0,0,0,0,3.03,2.90,6.91,18.27,77.33,
1,1595637129,2020,7,25,0,32,9,547,85,51,22,5,23,31,11,4,3,0,0,0,0,0,0,3.03,2.96,6.62,17.95,129.86,
1,1595637132,2020,7,25,0,32,12,492,100,50,28,11,26,27,2,1,2,0,0,1,0,0,0,3.03,3.00,6.44,20.31,78.17,
1,1595637135,2020,7,25,0,32,15,497,82,54,31,7,15,29,6,4,1,1,0,0,0,0,0,3.03,2.96,6.41,15.93,113.43,
1,1595637138,2020,7,25,0,32,18,471,101,47,22,12,19,36,7,4,2,1,0,0,0,0,0,3.03,2.95,6.33,17.48,136.00,
1,1595637141,2020,7,25,0,32,21,482,99,55,25,8,9,31,9,4,2,0,0,0,0,0,0,3.03,2.89,6.82,13.95,112.16,
1,1595637144,2020,7,25,0,32,24,535,111,54,21,12,23,31,9,1,1,0,0,0,0,0,1,3.03,2.96,7.12,19.61,88.51,
1,1595637147,2020,7,25,0,32,27,515,100,48,31,20,25,33,3,4,2,0,0,0,0,0,0,3.03,2.85,6.84,23.00,109.17,
1,1595637150,2020,7,25,0,32,30,498,78,34,19,8,26,30,6,2,0,0,0,0,0,0,0,3.03,2.75,5.96,19.66,78.53,
1,1595637154,2020,7,25,0,32,34,266,53,36,8,9,16,21,4,3,2,1,0,0,0,0,0,3.03,2.52,4.56,14.24,120.92,
1,1595637157,2020,7,25,0,32,37,432,101,44,17,17,12,19,6,2,1,0,0,0,0,0,0,3.03,2.55,6.92,17.34,81.37,
1,1595637166,2020,7,25,0,32,46,491,125,56,24,10,19,27,7,4,3,0,0,0,0,0,0,3.00,2.67,8.03,20.24,129.92,
1,1595637169,2020,7,25,0,32,49,507,92,49,12,9,23,32,4,5,0,1,0,0,0,0,0,3.03,2.71,7.04,19.25,117.43,
1,1595637172,2020,7,25,0,32,52,438,87,41,14,12,15,19,6,1,1,1,0,0,0,0,0,3.03,2.60,6.42,16.57,98.61,
1,1595637175,2020,7,25,0,32,55,501,122,55,24,15,16,36,10,4,2,0,1,0,0,0,0,3.03,2.76,7.69,19.19,175.87,
1,1595637178,2020,7,25,0,32,58,391,83,35,14,11,14,28,11,4,2,0,0,0,0,0,0,3.03,2.54,5.88,15.61,129.66,
1,1595638858,2020,7,25,1,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,4.25,0.00,0.00,0.00,
