Timecode,Month,Day,Hour,0.46[n/ml],0.66[n/ml],0.89[n/ml],1.15[n/ml],1.45[n/ml],1.85[n/ml],2.55[n/ml],3.5[n/ml],4.5[n/ml],5.75[n/ml],7.25[n/ml],9[n/ml],11[n/ml],13[n/ml],15[n/ml],16.5[n/ml],PM1[uq/m3],PM2.5[uq/m3],PM10[uq/m3],avg_DurationSample[s],avg_Flowrate[ml/s],NumberOfSamples,LONG,LAT,tempC,windspeedKmph,precipMM,RelHumidity%,visibility_km,pressure_mb,cloudcover%,HeatIndexC,DewPointC,sigWaveHeight_m,swellHeight_m,waterTempC,totConc(0.38-100um)[n/ml]
8.275537634408602,8,8,13,0.9598216529122547,0.4160815627624495,0.49894487514905905,0.4581770723300808,0.21933742306254858,0.23448394643849974,0.09674690199995042,0.04547309499243289,0.018830393293097766,0.00871698326486245,0.0014322798055995257,0.0,0.0,0.0,0.0,0.0,0.2961345074017354,1.7859826442062274,5.696932108218475,3.013846153846155,2.9978205128205118,78,-5.558667,56.210660,18,6,0.0,61,10,1025,7,18,10,0.1,0.1,14,2.294359040500316
8.276881720430108,8,8,14,0.844097873669104,0.4521245480618789,0.45913300715269156,0.42754981233819217,0.14513120070072882,0.1530130063475808,0.04252043903389227,0.014214095473266963,0.001536543223345008,0.003904817674363367,0.0,0.0,0.0,0.0,0.0,0.0,0.28075377739944657,1.3591474781868473,2.5080842732496267,3.012179487179488,3.240512820512822,78,-5.558681,56.210700,18,6,0.0,60,10,1025,7,18,10,0.2,0.1,14,1.9798812474053866
8.278225806451612,8,8,15,0.903322964326912,0.47998536672100084,0.5623377469088159,0.40949051820144494,0.17024547963027364,0.2564483062055099,0.06965383756999018,0.03029426419562844,0.018210844252931537,0.004753275257055522,0.0014274166485027896,0.0,0.0,0.0,0.0,0.0,0.32547035162838983,1.7720293239911766,4.68153929328316,3.0027272727272734,3.0761038961038967,77,-5.558681,56.210700,18,6,0.0,60,10,1025,7,18,11,0.2,0.1,14,2.3283174072195436
8.279569892473118,8,8,16,0.753270162148215,0.38035117758043346,0.43143144333083966,0.33189620218216065,0.11854505858217428,0.10657995696291704,0.032670093321560005,0.015408607162960782,0.006861439479127514,0.0014889194613684953,0.0013089896170943567,0.0,0.0,0.0,0.0,0.0,0.25403162911611776,1.0608938474870018,2.4270194974003463,2.997402597402598,3.206883116883116,77,-5.558683,56.210650,18,6,0.0,63,10,1025,8,18,10,0.2,0.1,14,1.6805735167967544
8.280913978494624,8,8,17,0.49035492617105053,0.3203169844534141,0.3160392264525738,0.19799766119313694,0.07456590750232742,0.0636688516583797,0.03228931663581591,0.01008727740347593,0.001315836913067655,0.0012519248344329402,0.0,0.0,0.0,0.0,0.0,0.0,0.18985627902900695,0.6768442730698448,1.3710809744982908,3.002894736842106,3.438421052631578,76,-5.558692,56.210690,17,6,0.0,66,10,1025,8,17,10,0.2,0.1,14,1.2073892660756314
8.282258064516128,8,8,18,0.6768396470415501,0.35018914916877003,0.37360347020425144,0.3064725717211492,0.1068403857632755,0.08043727781736175,0.040441001954306166,0.015702202708010496,0.003866224547200265,0.00389290612172586,0.0,0.0,0.0,0.0,0.0,0.0,0.2248968146168338,0.9055614949831309,2.180596328265345,3.0030263157894748,3.384210526315789,76,-5.558700,56.210680,16,5,0.0,70,10,1024,9,16,10,0.2,0.1,14,1.5063420046228846
8.283602150537634,8,8,19,0.46622568744518383,0.24761073578141324,0.24509810925077632,0.14811262963624314,0.04990067536343801,0.050183866872982305,0.012480105736016562,0.011162991652535799,0.0025623069782124467,0.0,0.0024615615197958085,0.001220486053688937,0.0,0.0,0.0,0.0,0.15201112912412912,0.5153774700959556,1.9530442974192694,3.0030263157894748,3.5096052631578942,76,-5.558713,56.210680,15,7,0.0,73,10,1024,9,15,10,0.2,0.1,14,0.9228045979692316
8.28494623655914,8,8,20,0.5354868744217564,0.23824206907019288,0.24660218349242163,0.16160466017505348,0.05217563931900207,0.057680413068026175,0.010602484228338484,0.005209225226619916,0.0,0.001251760287904866,0.0,0.0,0.0,0.0,0.0,0.0,0.15386681270536695,0.557053231106243,0.8907846659364727,3.003289473684211,3.3850000000000007,76,-5.558718,56.210690,13,9,0.0,77,10,1025,10,13,9,0.3,0.1,14,0.9272352475729265
8.286290322580644,8,8,21,0.495841358492627,0.1747520422529031,0.17008078351681055,0.17237743326338767,0.08773792263418574,0.05971215540875899,0.01829836411045496,0.005267637575663206,0.0025773355299104936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11491798918343823,0.5901077223158081,0.9899224222005497,3.0077333333333343,3.4379999999999997,75,-5.558717,56.210680,12,12,0.0,81,10,1025,11,12,9,0.3,0.1,14,0.8057216634755129
8.28763440860215,8,8,22,0.5795759360238586,0.2210390674383079,0.20219510846684627,0.18056981268240005,0.07017330475286768,0.09105493265669382,0.05365069097248611,0.017668520468452346,0.017770763423387556,0.0012814916973434417,0.0,0.0,0.0,0.0,0.0,0.0,0.13701736908216747,0.6951925325941002,2.532065231515571,2.998311688311689,3.4450649350649343,77,-5.558683,56.210710,12,12,0.0,83,10,1025,9,12,9,0.3,0.1,14,0.9924210616409527
