Station,Timestamp,Year,Month,Day,Hour,Min,Sec,0.46um,0.66um,0.89um,1.15um,1.45um,1.85um,2.55um,3.5um,4.5um,5.75um,7.25um,9um,11um,13um,15um,16.5um,DurationSample_s,FlowRate_ml/s,PM1 ug/m3,PM2.5 ug/m3,PM10 ug/m3
1,1595615454,2020,7,24,18,30,54,84,9,3,5,4,2,1,0,0,0,0,0,0,0,0,0,3.00,2.58,0.87,3.07,4.19,
1,1595615457,2020,7,24,18,30,57,82,12,1,3,1,4,0,1,0,0,0,0,0,0,0,0,3.03,2.53,0.83,3.08,6.00,
1,1595615472,2020,7,24,18,31,12,114,16,7,3,2,6,0,1,0,0,0,0,0,0,0,0,3.00,2.64,1.36,4.57,7.40,
1,1595615475,2020,7,24,18,31,15,106,18,5,3,0,4,2,0,0,0,1,0,0,0,0,0,3.03,2.74,1.20,3.08,29.16,
1,1595615478,2020,7,24,18,31,18,99,14,3,5,0,6,0,1,0,0,0,0,0,0,0,0,3.03,2.81,0.97,3.77,6.40,
1,1595615482,2020,7,24,18,31,22,80,10,6,4,2,2,0,0,0,0,0,0,0,0,0,0,3.03,2.81,0.91,2.44,2.44,
1,1595615485,2020,7,24,18,31,25,83,17,6,4,1,0,2,0,0,0,0,0,0,0,0,0,3.03,2.80,1.06,1.63,3.67,
1,1595615488,2020,7,24,18,31,28,97,16,5,4,4,4,0,0,0,0,0,0,0,0,0,0,3.03,2.87,1.06,3.69,3.69,
1,1595615491,2020,7,24,18,31,31,99,13,5,0,2,3,3,1,0,0,0,0,0,0,0,0,3.03,2.88,1.01,2.52,8.08,
1,1595615494,2020,7,24,18,31,34,91,16,7,5,3,1,0,0,0,0,0,0,0,0,0,0,3.03,2.85,1.11,2.51,2.51,
1,1595615497,2020,7,24,18,31,37,54,18,3,2,1,1,3,0,0,0,0,0,0,0,0,0,3.03,2.66,0.81,1.62,4.85,
1,1595615500,2020,7,24,18,31,40,123,16,7,5,5,3,1,0,0,0,0,0,0,0,0,0,3.03,2.75,1.35,3.98,5.02,
1,1595615503,2020,7,24,18,31,43,71,16,2,3,1,3,2,1,0,0,0,0,0,0,0,0,3.03,2.71,0.82,2.52,7.36,
1,1595615506,2020,7,24,18,31,46,51,11,7,3,0,2,0,0,0,0,0,0,0,0,0,0,3.03,2.66,0.85,1.96,1.96,
1,1595615509,2020,7,24,18,31,49,78,15,10,1,3,5,2,0,0,0,0,0,0,0,0,0,3.03,2.68,1.22,3.95,6.09,
1,1595615512,2020,7,24,18,31,52,111,16,6,3,2,2,1,0,0,0,0,0,0,0,0,0,3.03,2.80,1.21,2.64,3.66,
1,1595615515,2020,7,24,18,31,55,99,17,5,2,3,4,2,0,0,0,0,0,0,0,0,0,3.03,2.85,1.09,3.37,5.37,
1,1595615518,2020,7,24,18,31,58,110,22,10,3,1,3,2,0,0,0,0,0,0,0,0,0,3.03,2.95,1.41,2.97,4.91,
1,1595615521,2020,7,24,18,32,1,94,24,9,1,2,4,3,0,1,0,0,0,0,0,0,0,3.03,3.04,1.27,3.15,11.16,
1,1595615524,2020,7,24,18,32,4,102,25,7,1,3,1,2,0,0,0,0,0,0,0,0,0,3.03,3.04,1.25,2.22,4.11,
1,1595615527,2020,7,24,18,32,7,120,11,7,3,2,3,2,2,0,0,0,0,0,0,0,0,3.03,3.11,1.10,2.75,9.36,
