Station,Timestamp,Year,Month,Day,Hour,Min,Sec,0.46um,0.66um,0.89um,1.15um,1.45um,1.85um,2.55um,3.5um,4.5um,5.75um,7.25um,9um,11um,13um,15um,16.5um,DurationSample_s,FlowRate_ml/s,PM1 ug/m3,PM2.5 ug/m3,PM10 ug/m3
1,1595764838,2020,7,26,12,0,38,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3.00,2.80,0.09,0.28,0.28,
1,1595764841,2020,7,26,12,0,41,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,2.73,0.12,0.12,0.12,
1,1595764844,2020,7,26,12,0,44,5,1,5,1,0,2,0,0,0,0,0,0,0,0,0,0,3.03,2.66,0.28,1.20,1.20,
1,1595764847,2020,7,26,12,0,47,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,3.03,2.73,0.18,0.47,0.47,
1,1595764850,2020,7,26,12,0,50,7,2,3,0,0,2,1,0,0,1,0,0,0,0,0,0,3.03,2.82,0.21,0.98,13.61,
1,1595764853,2020,7,26,12,0,53,7,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3.03,2.86,0.12,0.30,0.30,
1,1595764856,2020,7,26,12,0,56,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,3.03,2.94,0.09,0.92,0.92,
1,1595764859,2020,7,26,12,0,59,5,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3.03,2.91,0.05,0.68,0.68,
1,1595764862,2020,7,26,12,1,2,6,2,6,1,1,1,0,0,1,0,0,0,0,0,0,0,3.03,2.93,0.32,0.96,6.34,
1,1595764865,2020,7,26,12,1,5,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,3.03,2.99,0.09,0.90,0.90,
1,1595764868,2020,7,26,12,1,8,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,3.03,3.03,0.15,0.77,1.71,
1,1595764871,2020,7,26,12,1,11,8,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3.03,3.06,0.11,0.45,0.45,
1,1595764874,2020,7,26,12,1,14,5,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3.03,3.11,0.11,0.71,0.71,
1,1595764878,2020,7,26,12,1,18,7,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,3.03,3.11,0.17,0.26,3.56,
1,1595764881,2020,7,26,12,1,21,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3.03,3.12,0.13,0.22,0.22,
1,1595764884,2020,7,26,12,1,24,3,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,3.03,3.13,0.07,1.01,1.01,
1,1595764887,2020,7,26,12,1,27,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,3.14,0.08,0.08,0.08,
1,1595764890,2020,7,26,12,1,30,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.03,3.14,0.03,0.03,2.39,
1,1595764893,2020,7,26,12,1,33,7,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3.03,3.14,0.08,0.24,0.24,
1,1595764896,2020,7,26,12,1,36,6,2,3,3,0,2,0,0,0,0,0,0,0,0,0,0,3.03,3.18,0.18,1.11,1.11,
1,1595764899,2020,7,26,12,1,39,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,3.22,0.13,0.13,0.13,
1,1595764902,2020,7,26,12,1,42,4,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3.03,3.24,0.07,0.57,0.57,
1,1595764905,2020,7,26,12,1,45,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3.03,3.24,0.02,0.26,10.40,
1,1595764908,2020,7,26,12,1,48,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3.03,3.24,0.02,0.60,0.60,
