2020071222,1885.7791134122642
2020071223,1124.5047118996436
2020071315,0.0
2020071319,0.0
2020071320,0.0
2020071321,0.0
2020071322,0.0
2020071323,0.0
2020071400,0.0
2020071401,0.0
2020071402,0.0
2020071403,0.0
2020071404,0.0
2020071405,0.0
2020071406,0.0
2020071407,0.0
2020071408,1245.6793611358999
2020071409,0.0
2020071410,1367.1814651755633
2020071411,0.0
2020071412,0.0
2020071413,853.8338849100244
2020071414,906.5469734566688
2020071415,903.2598739175686
2020071416,2699.46518225679
2020071417,0.0
2020071418,0.0
2020071419,0.0
2020071420,939.8776260533335
2020071421,0.0
2020071422,1292.240098210247
2020071423,0.0
2020071500,0.0
2020071501,0.0
2020071502,0.0
2020071503,0.0
2020071504,0.0
2020071505,0.0
2020071506,0.0
2020071507,0.0
2020071508,1295.8522749140234
2020071509,1151.2518078970575
2020071510,2647.3749241371465
2020071511,1357.8285605659426
2020071512,0.0
2020071513,0.0
2020071514,0.0
2020071515,0.0
2020071516,0.0
2020071517,0.0
2020071518,0.0
2020071519,0.0
2020071520,0.0
2020071521,0.0
2020071522,3894.2038234521206
2020071523,0.0
2020071600,0.0
2020071601,0.0
2020071602,0.0
2020071603,0.0
2020071604,0.0
2020071605,0.0
2020071606,0.0
2020071607,0.0
2020071608,0.0
2020071610,0.0
2020071611,0.0
2020071612,0.0
2020071613,0.0
2020071614,0.0
2020071615,0.0
2020071618,0.0
2020071618,0.0
2020071619,0.0
2020072213,0.0
2020072214,0.0
2020072216,0.0
2020072217,0.0
2020072218,0.0
2020072220,0.0
2020072310,0.0
2020072311,2282.461973042298
2020072312,3787.018101946526
2020072313,0.0
2020072314,0.0
2020072315,0.0
2020072316,0.0
2020072317,0.0
2020072318,0.0
2020072319,0.0
2020072320,0.0
2020072321,0.0
2020072322,0.0
2020072323,0.0
2020072400,0.0
2020072401,0.0
2020072402,0.0
2020072403,0.0
2020072404,0.0
2020072405,0.0
2020072406,0.0
2020072407,0.0
2020072408,0.0
2020072409,0.0
2020072410,0.0
2020072411,0.0
2020072412,0.0
2020072413,0.0
2020072414,0.0
2020072418,0.0
2020072419,0.0
2020072420,0.0
2020072421,0.0
2020072422,0.0
2020072423,29484.96480084037
2020072500,8691.683310100896
2020072501,4921.413502652123
2020072502,35666.2138680666
2020072503,4944.850290768966
2020072504,23008.025160665748
2020072505,49687.4377987868
2020072506,97854.63661673003
2020072507,24045.711886126774
2020072612,0.0
2020072613,0.0
2020072614,0.0
2020072615,0.0
2020072616,0.0
2020072617,1365.6756277293875
2020072618,0.0
2020072619,0.0
2020072620,0.0
2020072621,1324.311417656832
2020072622,0.0
2020072623,0.0
2020072700,0.0
2020072701,0.0
2020072702,0.0
2020072703,0.0
2020072704,0.0
2020072705,0.0
2020072706,0.0
2020072707,2019.418730512609
2020072708,0.0
2020072709,0.0
2020072710,0.0
2020072711,7267.346701510487
2020072712,0.0
2020072713,0.0
2020072714,0.0
2020072715,0.0
2020072716,0.0
2020072717,0.0
2020072718,2621.539829578938
2020072719,0.0
2020072908,0.0
2020072909,0.0
2020072910,0.0
2020072911,0.0
2020072912,1675.973627549386
2020072913,1434.387665643087
2020072914,2708.0212983553947
2020072915,0.0
2020072916,0.0
2020072917,0.0
2020072918,2768.822176272079
2020072919,0.0
2020072920,0.0
2020072921,0.0
2020073111,0.0
2020073112,0.0
2020073113,1280.7150693289484
2020073114,1524.2972989451862
2020073115,2882.463145313417
2020073116,0.0
2020073117,0.0
2020073118,0.0
2020073119,2061.098800625997
2020073120,1307.5613001082004
2020073121,0.0
2020073122,1209.6985890801473
2020080209,0.0
2020080210,0.0
2020080211,0.0
2020080212,0.0
2020080213,0.0
2020080214,1487.0622609175646
2020080215,0.0
2020080216,0.0
2020080217,0.0
2020080218,0.0
2020080219,0.0
2020080220,0.0
2020080221,0.0
