Station,Timestamp,Year,Month,Day,Hour,Min,Sec,0.46um,0.66um,0.89um,1.15um,1.45um,1.85um,2.55um,3.5um,4.5um,5.75um,7.25um,9um,11um,13um,15um,16.5um,DurationSample_s,FlowRate_ml/s,PM1 ug/m3,PM2.5 ug/m3,PM10 ug/m3
1,1596884442,2020,8,8,11,0,42,11,4,4,4,0,9,2,0,0,0,0,0,0,0,0,0,3.00,2.66,0.33,4.47,6.64,
1,1596884445,2020,8,8,11,0,45,8,6,9,5,2,2,2,0,0,0,0,0,0,0,0,0,3.03,2.51,0.61,2.42,4.70,
1,1596884448,2020,8,8,11,0,48,14,4,8,5,3,3,0,0,0,0,0,0,0,0,0,0,3.03,2.67,0.53,2.84,2.84,
1,1596884451,2020,8,8,11,0,51,7,5,5,4,3,7,1,1,0,0,0,0,0,0,0,0,3.03,2.67,0.37,4.23,8.08,
1,1596884454,2020,8,8,11,0,54,13,5,14,6,2,1,1,0,0,0,0,0,0,0,0,0,3.03,2.65,0.82,2.23,3.31,
1,1596884458,2020,8,8,11,0,58,7,4,3,5,4,8,3,1,0,0,0,0,0,0,0,0,3.03,2.64,0.26,4.88,10.95,
1,1596884461,2020,8,8,11,1,1,12,6,7,4,2,4,1,0,0,0,0,0,0,0,0,0,3.03,2.68,0.50,2.92,3.99,
1,1596884464,2020,8,8,11,1,4,13,5,7,8,2,3,0,0,0,0,0,0,0,0,0,0,3.03,2.71,0.49,2.86,2.86,
1,1596884467,2020,8,8,11,1,7,17,8,4,4,2,6,0,1,0,0,0,0,0,0,0,0,3.03,2.73,0.43,3.60,6.31,
1,1596884470,2020,8,8,11,1,10,17,6,5,7,1,4,1,1,0,0,0,0,0,0,0,0,3.03,2.74,0.43,2.89,6.64,
1,1596884473,2020,8,8,11,1,13,8,7,5,7,1,2,0,0,1,0,0,0,0,0,0,0,3.03,2.75,0.40,2.05,7.76,
1,1596884476,2020,8,8,11,1,16,7,4,13,10,4,3,5,1,0,0,0,0,0,0,0,0,3.03,2.78,0.68,3.56,11.38,
1,1596884479,2020,8,8,11,1,19,13,7,4,5,3,1,4,0,0,1,0,0,0,0,0,0,3.03,2.79,0.38,1.81,17.71,
1,1596884482,2020,8,8,11,1,22,11,3,9,6,2,5,5,2,0,0,0,0,0,0,0,0,3.03,2.81,0.51,3.40,13.78,
1,1596884485,2020,8,8,11,1,25,13,7,8,8,2,4,1,0,0,0,0,0,0,0,0,0,3.03,2.82,0.55,3.22,4.23,
1,1596884488,2020,8,8,11,1,28,16,6,9,5,5,4,2,1,1,0,0,0,0,0,0,0,3.03,2.82,0.59,3.54,13.77,
1,1596884491,2020,8,8,11,1,31,10,11,7,6,1,5,2,1,0,0,0,0,0,0,0,0,3.03,2.84,0.55,3.22,7.85,
1,1596884494,2020,8,8,11,1,34,9,1,11,3,2,4,3,0,0,0,0,0,0,0,0,0,3.03,2.84,0.54,2.73,5.75,
1,1596884497,2020,8,8,11,1,37,12,8,8,5,5,3,2,0,1,0,0,0,0,0,0,0,3.03,2.81,0.56,3.13,10.77,
1,1596884500,2020,8,8,11,1,40,16,7,7,4,1,5,1,1,0,0,0,0,0,0,0,0,3.03,2.80,0.52,3.04,6.70,
1,1596884503,2020,8,8,11,1,43,13,5,10,5,1,5,3,3,0,0,0,0,0,0,0,0,3.03,2.83,0.59,3.17,14.05,
1,1596884506,2020,8,8,11,1,46,19,7,9,7,4,7,2,1,1,0,0,0,0,0,0,0,3.03,2.87,0.61,4.64,14.68,
1,1596884509,2020,8,8,11,1,49,10,4,11,8,3,5,5,0,1,0,0,0,0,0,0,0,3.03,2.88,0.59,3.77,14.19,
1,1596884512,2020,8,8,11,1,52,18,5,4,4,1,7,4,0,1,0,0,0,0,0,0,0,3.03,2.87,0.36,3.58,13.05,
1,1596884515,2020,8,8,11,1,55,13,8,5,6,4,3,4,1,0,0,1,0,0,0,0,0,3.03,2.93,0.42,2.80,31.75,
1,1596884518,2020,8,8,11,1,58,14,9,6,2,0,3,3,0,0,0,0,0,0,0,0,0,3.03,2.95,0.48,1.77,4.68,
1,1596884521,2020,8,8,11,2,1,13,5,10,9,2,11,1,1,0,0,0,0,0,0,0,0,3.03,2.97,0.57,5.77,9.23,
1,1596884524,2020,8,8,11,2,4,9,5,10,4,3,2,4,1,0,0,0,0,0,0,0,0,3.03,2.99,0.54,2.15,8.47,
1,1596884528,2020,8,8,11,2,8,18,7,9,6,1,8,0,0,0,0,0,0,0,0,0,0,3.03,2.96,0.59,4.26,4.26,
1,1596884531,2020,8,8,11,2,11,11,11,11,6,2,4,2,0,1,0,0,0,0,0,0,0,3.03,2.99,0.69,3.04,10.22,
1,1596884534,2020,8,8,11,2,14,21,8,10,9,2,1,2,0,2,1,0,0,0,0,0,0,3.03,3.04,0.65,2.13,25.14,
1,1596884537,2020,8,8,11,2,17,12,3,6,11,3,1,3,0,0,0,0,0,0,0,0,0,3.03,3.05,0.35,2.18,4.99,
1,1596884540,2020,8,8,11,2,20,17,3,6,7,2,4,0,1,0,0,0,0,0,0,0,0,3.03,3.06,0.38,2.75,5.17,
1,1596884543,2020,8,8,11,2,23,15,8,5,5,5,8,2,1,0,0,0,0,0,0,0,0,3.03,3.07,0.41,4.55,8.83,
1,1596884546,2020,8,8,11,2,26,8,7,6,6,1,3,1,0,0,0,0,0,0,0,0,0,3.03,3.11,0.39,2.12,3.04,
1,1596884549,2020,8,8,11,2,29,12,3,9,4,4,7,0,2,0,0,0,0,0,0,0,0,3.03,3.13,0.46,3.92,8.65,
1,1596884552,2020,8,8,11,2,32,13,7,4,8,5,4,2,0,0,0,0,0,0,0,0,0,3.03,3.17,0.33,3.21,5.02,
1,1596884555,2020,8,8,11,2,35,15,9,8,4,5,6,0,0,0,0,0,0,0,0,0,0,3.03,3.20,0.52,3.73,3.73,
1,1596884558,2020,8,8,11,2,38,16,0,5,8,2,3,1,1,0,0,0,0,0,0,0,0,3.03,3.20,0.27,2.29,5.49,
1,1596884561,2020,8,8,11,2,41,11,14,10,11,2,6,3,0,1,0,0,0,0,0,0,0,3.03,3.14,0.67,4.01,11.75,
1,1596884564,2020,8,8,11,2,44,15,4,4,6,3,5,4,1,1,0,0,0,0,0,0,0,3.03,3.17,0.30,3.02,13.95,
1,1596884567,2020,8,8,11,2,47,5,9,5,5,4,3,4,1,0,0,0,0,0,0,0,0,3.03,3.21,0.36,2.44,8.32,
