Station,Timestamp,Year,Month,Day,Hour,Min,Sec,0.46um,0.66um,0.89um,1.15um,1.45um,1.85um,2.55um,3.5um,4.5um,5.75um,7.25um,9um,11um,13um,15um,16.5um,DurationSample_s,FlowRate_ml/s,PM1 ug/m3,PM2.5 ug/m3,PM10 ug/m3
1,1594062089,2020,7,6,19,1,29,23,14,17,12,5,3,1,1,0,0,0,0,0,0,0,1,3.05,3.54,0.88,3.43,6.31,
1,1594062092,2020,7,6,19,1,32,22,15,15,13,3,2,4,0,0,1,1,0,0,0,0,0,3.06,3.47,0.84,2.89,34.34,
1,1594062095,2020,7,6,19,1,35,26,20,22,12,6,5,0,1,0,0,0,0,0,0,0,0,3.06,3.62,1.12,4.35,6.37,
1,1594062098,2020,7,6,19,1,38,11,17,22,10,3,3,1,0,0,1,0,0,0,0,0,0,3.06,3.64,1.01,3.05,12.77,
1,1594062101,2020,7,6,19,1,41,20,18,23,18,11,6,3,0,0,0,0,0,0,0,0,0,3.06,3.69,1.08,5.66,7.96,
1,1594062104,2020,7,6,19,1,44,23,17,24,10,4,3,4,1,0,0,0,0,1,0,0,0,3.06,3.80,1.08,3.17,8.09,
1,1594062107,2020,7,6,19,1,47,23,16,24,15,3,2,2,0,0,0,0,0,0,0,0,0,3.06,3.81,1.07,3.07,4.56,
1,1594062111,2020,7,6,19,1,51,21,22,25,19,6,4,1,1,0,0,0,0,0,0,0,0,3.06,3.92,1.13,4.30,6.89,
1,1594062114,2020,7,6,19,1,54,19,19,16,20,4,6,2,1,1,0,1,0,0,0,0,1,3.06,3.95,0.80,4.29,28.03,
1,1594062117,2020,7,6,19,1,57,19,21,15,13,4,2,3,0,0,0,0,0,0,0,0,0,3.06,3.98,0.79,2.71,4.85,
1,1594062120,2020,7,6,19,2,0,20,16,19,17,2,1,0,1,1,1,1,0,0,0,0,0,3.06,3.91,0.87,2.55,33.37,
1,1594062123,2020,7,6,19,2,3,25,22,17,11,5,2,1,0,1,0,0,0,0,0,0,0,3.06,4.00,0.89,2.80,7.40,
1,1594062126,2020,7,6,19,2,6,16,21,24,17,2,3,4,0,0,0,0,0,0,1,0,0,3.06,4.01,1.05,3.22,6.05,
1,1594062129,2020,7,6,19,2,9,23,28,20,14,2,1,2,2,1,1,0,0,0,0,0,0,3.06,4.15,1.01,2.40,18.91,
1,1594062132,2020,7,6,19,2,12,22,14,31,17,5,3,2,2,0,0,0,0,0,0,0,0,3.06,4.13,1.16,3.65,8.58,
1,1594062135,2020,7,6,19,2,15,18,25,24,14,9,1,2,0,1,0,0,0,0,0,0,0,3.06,4.16,1.06,3.32,8.42,
1,1594062138,2020,7,6,19,2,18,19,14,19,9,3,1,3,1,0,0,0,0,0,0,0,0,3.06,4.18,0.79,1.98,5.77,
1,1594062141,2020,7,6,19,2,21,18,21,14,15,3,4,1,1,0,0,0,0,0,0,0,0,3.06,4.09,0.74,3.13,5.62,
1,1594062144,2020,7,6,19,2,24,18,23,18,15,4,2,1,1,0,0,0,0,0,0,0,0,3.06,4.08,0.88,2.88,5.37,
1,1594062147,2020,7,6,19,2,27,19,13,24,13,4,4,0,1,0,1,0,0,0,0,0,0,3.06,4.04,0.95,3.38,13.24,
1,1594062150,2020,7,6,19,2,30,16,14,24,14,1,2,1,1,0,0,0,0,0,0,0,0,3.06,4.12,0.93,2.47,4.94,
1,1594062154,2020,7,6,19,2,34,23,15,23,20,3,1,1,1,0,0,0,0,0,0,0,0,3.06,4.14,0.94,2.84,5.29,
1,1594062157,2020,7,6,19,2,37,24,16,19,15,8,4,2,0,0,0,0,0,0,0,0,0,3.06,4.12,0.84,3.85,5.23,
1,1594062160,2020,7,6,19,2,40,17,15,17,17,3,2,4,1,1,0,0,0,0,0,0,0,3.06,4.03,0.76,2.79,11.29,
1,1594062163,2020,7,6,19,2,43,23,12,12,18,2,2,2,2,0,1,0,0,0,0,0,0,3.06,4.03,0.60,2.56,15.66,
1,1594062166,2020,7,6,19,2,46,31,13,20,10,4,3,1,0,0,0,0,0,0,0,0,0,3.06,4.03,0.88,2.85,3.55,
1,1594062169,2020,7,6,19,2,49,19,18,20,15,6,2,0,1,0,0,0,0,0,0,0,0,3.06,4.04,0.89,3.17,4.98,
1,1594062172,2020,7,6,19,2,52,25,21,16,12,3,1,1,0,0,0,0,0,0,0,0,0,3.06,4.14,0.82,2.21,2.89,
1,1594062175,2020,7,6,19,2,55,18,23,27,11,5,3,0,2,0,1,0,0,0,0,0,0,3.06,4.17,1.12,3.21,14.52,
1,1594062178,2020,7,6,19,2,58,20,31,22,18,4,1,3,1,0,0,0,1,0,0,0,0,3.06,4.06,1.11,3.04,37.63,
1,1594062368,2020,7,6,19,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84,4.25,0.00,0.00,0.00,
1,1594062371,2020,7,6,19,6,11,18,23,19,11,2,1,3,0,0,0,0,0,0,0,0,0,3.06,3.54,1.05,2.46,4.86,
1,1594062374,2020,7,6,19,6,14,20,22,19,13,3,4,1,0,1,0,0,0,0,0,0,0,3.06,3.54,1.05,3.67,8.87,
1,1594062377,2020,7,6,19,6,17,20,25,21,14,1,2,0,0,1,0,0,0,0,0,0,0,3.06,3.65,1.12,2.86,7.13,
1,1594062380,2020,7,6,19,6,20,18,20,17,8,2,6,1,0,0,0,0,0,0,0,0,0,3.06,3.74,0.89,3.46,4.22,
1,1594062383,2020,7,6,19,6,23,21,14,24,17,3,1,1,0,1,1,0,0,0,0,0,0,3.06,3.73,1.05,2.95,16.60,
1,1594062386,2020,7,6,19,6,26,17,18,19,24,4,3,1,0,0,0,0,0,0,0,0,1,3.06,3.84,0.90,3.91,4.65,
1,1594062389,2020,7,6,19,6,29,26,20,15,15,5,5,1,0,1,0,0,0,0,0,0,0,3.06,3.89,0.83,3.89,8.62,
1,1594062392,2020,7,6,19,6,32,16,13,17,26,7,6,2,1,0,1,0,0,0,0,0,1,3.06,3.98,0.74,4.99,16.42,
1,1594062395,2020,7,6,19,6,35,23,18,19,19,8,4,1,1,0,1,0,0,0,0,0,0,3.06,4.00,0.89,4.25,14.93,
1,1594062398,2020,7,6,19,6,38,15,19,16,17,9,2,2,0,1,1,0,0,0,0,0,0,3.06,4.01,0.78,3.59,17.00,
1,1594062401,2020,7,6,19,6,41,24,22,21,17,4,6,3,1,1,3,0,0,0,0,0,0,3.06,4.02,1.00,4.23,36.31,
1,1594062404,2020,7,6,19,6,44,19,18,23,15,4,4,1,0,0,0,0,0,0,0,0,0,3.06,4.03,0.99,3.54,4.25,
1,1594062408,2020,7,6,19,6,48,25,16,16,17,8,1,0,1,0,0,0,0,1,0,0,0,3.06,4.07,0.77,3.15,4.95,
1,1594062411,2020,7,6,19,6,51,23,22,13,17,3,4,0,1,0,0,1,0,0,0,0,0,3.06,4.12,0.74,3.24,20.85,
1,1594062414,2020,7,6,19,6,54,17,22,17,16,6,1,3,0,0,0,0,0,0,0,0,0,3.06,4.21,0.81,2.80,4.82,
1,1594062417,2020,7,6,19,6,57,32,21,15,16,3,6,3,2,0,0,0,0,0,0,0,0,3.06,4.22,0.80,3.70,9.19,
1,1594062420,2020,7,6,19,7,0,23,16,17,17,2,4,0,2,0,0,0,0,0,0,0,0,3.06,4.23,0.76,3.08,6.55,
1,1594062423,2020,7,6,19,7,3,16,19,18,22,3,6,0,0,0,1,0,1,0,0,0,0,3.06,4.18,0.81,4.10,41.67,
1,1594062426,2020,7,6,19,7,6,18,14,26,17,5,4,0,0,0,1,0,0,0,0,1,0,3.06,4.23,0.97,3.66,11.34,
1,1594062429,2020,7,6,19,7,9,22,24,23,15,1,5,1,1,3,0,0,0,0,0,0,0,3.06,4.24,1.02,3.34,16.77,
1,1594062432,2020,7,6,19,7,12,20,13,20,19,5,4,6,1,0,1,0,0,0,0,0,0,3.06,4.20,0.81,3.63,17.16,
1,1594062435,2020,7,6,19,7,15,21,15,25,19,4,3,4,0,0,0,0,0,0,0,0,0,3.06,4.21,0.97,3.41,6.10,
1,1594062438,2020,7,6,19,7,18,23,26,22,15,1,6,1,1,0,0,1,0,0,0,0,0,3.06,4.22,1.02,3.60,21.42,
1,1594062441,2020,7,6,19,7,21,22,16,23,14,4,0,1,1,0,0,0,0,0,0,0,0,3.06,4.19,0.94,2.31,4.73,
1,1594062444,2020,7,6,19,7,24,26,19,23,11,4,3,1,0,1,0,0,0,0,0,0,1,3.06,4.10,1.01,3.01,7.50,
1,1594062447,2020,7,6,19,7,27,26,23,24,17,7,3,0,0,0,1,0,0,0,0,0,0,3.06,3.88,1.15,4.07,12.44,
1,1594062451,2020,7,6,19,7,31,22,18,19,25,6,4,1,1,0,0,0,0,0,0,0,0,3.06,3.96,0.89,4.42,6.99,
1,1594062454,2020,7,6,19,7,34,16,22,17,18,8,5,2,2,0,0,0,0,0,0,0,0,3.06,3.98,0.85,4.44,9.54,
1,1594062457,2020,7,6,19,7,37,28,25,18,20,0,2,1,1,0,0,0,0,0,0,1,0,3.06,4.06,0.95,2.76,5.27,
1,1594062460,2020,7,6,19,7,40,23,24,21,19,4,5,0,2,1,0,0,0,0,0,0,1,3.06,4.00,1.02,4.13,11.70,
1,1594062463,2020,7,6,19,7,43,17,16,24,24,2,2,3,0,1,0,0,0,0,0,0,0,3.06,4.09,0.97,3.28,9.16,
1,1594062466,2020,7,6,19,7,46,21,22,23,13,5,3,1,0,0,1,0,0,0,0,0,0,3.06,4.08,1.03,3.29,11.96,
1,1594062469,2020,7,6,19,7,49,21,20,20,18,4,1,0,0,0,0,0,0,0,0,0,0,3.06,4.12,0.91,2.81,2.81,
1,1594062472,2020,7,6,19,7,52,19,15,16,19,4,1,2,0,0,0,0,0,0,0,0,0,3.06,4.11,0.73,2.70,4.08,
